track_name,artist,album,track_id
Blue Bossa - Remastered,Joe Henderson,Page One,6qqK0oeBRapZn8f9hJJENw
"Ruby, My Dear",Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",1PjvmeUrBN4mHw6LVTvkuz
I Got It Bad (And That Ain't Good),Oscar Peterson,Oscar Peterson Plays The Duke Ellington Song Book,0LPAlXFw0Awp8SgEzEWOts
Senor Blues,Horace Silver,The Very Best,3MiHG7FiEk56qiHNuWaZiz
Watermelon Man,Herbie Hancock,Head Hunters,2zQl59dZMzwhrmeSBEgiXY
"Take the ""A"" Train",Duke Ellington,The Essential Duke Ellington,2BuIAKijtji4xpab2QCTBv
Splanky,Count Basie,The Atomic Mr Basie,3Y0LpU5kqQ3vSZvwcGjl1M
You And The Night And The Music,Bill Evans,The Interplay Sessions [2-fer],61174m1fXjLf3OyKdbccM4
I'll Never Smile Again,Tommy Dorsey,After All,6hJl4Vo1bqBr4QJml2Wn0Q
Honeysuckle Rose,Django Reinhardt,Djangology 49,7Igt7HYRjyQoL6nhBMj88T
Polka Dots And Moonbeams,Bud Powell,The Amazing Bud Powell (Vol. 2),5Q2PlU3jI4z7dYWJvpW4x9
"Work Song - 2005 Digital Remaster/Live At International Jazz Festival, Comblain-La-Tour, Belgium/1962",Cannonball Adderley Sextet,Cannonball In Europe,7egx4IRdYs20w3wCeYGl8Q
I Fall In Love Too Easily,Chet Baker,Chet Baker Sings,0F845nujLVqCb0XMZCh5Pc
I Remember Clifford,Lee Morgan,The Best Of Lee Morgan,5LaTsDrhrpXwLniidLpnF7
Night and Day,Art Tatum,In Private,4JswQ5RPx2SBuU3kxxeazr
Have you heard,Pat Metheny,1,6LkSaYOnA5ixPYzlyAgzpz
But Beautiful,Stan Getz,Award Winner (Expanded Edition),2BTVL8ifb1uwan0Y34ZEgp
Moon River,Vince Guaraldi Trio,Essential Standards,3ZwPGdocSoyq2xztvW58mf
My Foolish Heart,Bill Evans Trio,The Very Best Of The Bill Evans Trio,120AisorDd3PXdvFQPG4sL
Tea For Two,Art Tatum,Late Night Art Tatum,0BQmhGRdn1fFlwMojtvoM4
Perdido,Charlie Parker,Fragments,1X6InskQU0ASE6UA0AyRO8
Bossa Antigua,Paul Desmond,Bossa Antigua,5kapVb34raTBsynt0Zj6qw
Someone To Watch Over Me,Lee Konitz,Lee Konitz Meets Jimmy Giuffre,3Gcpi1CwKoQtc8B3H2ZOIX
Crystal Silence,Chick Corea,Return To Forever,5F8rPLt2c52p0SK7kiH26b
My Funny Valentine,Chet Baker,Chet Baker Sings,4l9hml2UCnxoNI3yCdL1BW
Lester Leaps In,Count Basie,Basie Swings Standards,4qjIevpvUgjcXLcvBia5DZ
Blue Nile,Alice Coltrane,Ptah The El Daoud,0nYbjARvvJYQulZYDKlSum
Blue Moon,Billie Holiday,Solitude,1pZn8AX1WulW8IO338hE5D
Willow Weep For Me,Ella Fitzgerald,Hello Love,52IyfV4OHx9RH5V3mTpHti
My Baby Just Cares for Me (2013 - Remaster),Nina Simone,Little Girl Blue (2013 - Remaster),5Lhjlnly9Ynhf52ojQS534
Sunny,Erroll Garner,Ready Take One,6c0WeFkPm4XVmXmO6jPq1K
Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition,Herbie Hancock,Empyrean Isles (Expanded Edition),0sCeNwt8xRCMR4NhKpMyBe
Turiya & Ramakrishna,Alice Coltrane,Ptah The El Daoud,4DVu7YgHVJaeN0C7HNpy2q
Lenore,Chick Corea,The Leprechaun,5qvMk0ZndEaclCG2HNRyqK
Solitude,Billie Holiday,Solitude,30QD4VRP9yEneOh0eGTrtJ
So Tender,Keith Jarrett,"Standards, Vol. 2",0Dt1B5dNfajRczQKZA87aL
The Last Time I Saw Paris,Johnny Hodges,Not So Dukish,1CgkKs5fgX1BiYyYZ6ZzZE
Almost Like Being In Love,Red Garland,On Prestige,4C7sVtL8bL670Rg83RKvTY
Footprints - Remastered,Wayne Shorter,Adam's Apple (Rudy Van Gelder Edition),2JITVZu8o6ls9k8SoMRy7w
Blues For Alice,Charlie Parker,The Magnificent Charlie Parker,5BxzqNLhwISk6IN5RZFkt8
Makin' Whoopee,Gerry Mulligan,Greatest Hits Series--Gerry Mulligan,3B5SHweZ7OWY4gmABF8SPw
In Your Own Sweet Way,Wes Montgomery,Wes Montgomery Plays For Lovers,09uRowqstgHey4JY5tqX9A
Questar,Keith Jarrett,My Song,1ChYuSIoOFDVY6fHSXF6zS
Infant Eyes - Remastered1998/Rudy Van Gelder Edition,Wayne Shorter,Speak No Evil (The Rudy Van Gelder Edition),0IffIW3eyCx9aZ36IqOu5o
When Sunny Gets Blue,McCoy Tyner,Today And Tomorrow,1J9iVCaEriyoMXpj2XszhU
Alone Together - Rudy Van Gelder Remaster 2006,Kenny Dorham,Quiet Kenny,3GOZbK2epuHzCt5YvvVFHO
Ain't Misbehavin',Fats Waller,"If You Got To Ask, You Ain't Got It!",3BFRqZFLSrqtQr6cjHbAxU
My Favorite Things (Stereo) - 2022 Remaster,John Coltrane,My Favorite Things (2022 Remaster),5KfVNDCsQHUBMAN9sFC1dl
Birdland,Weather Report,Heavy Weather,19vVghIuHm3IAfN4xpRF3q
Joy Spring,Clifford Brown,The Best Of Clifford Brown,0sQ9ee2jJNTQgjy55Pse5H
Begin the Beguine,Artie Shaw,Begin The Beguine,0YJAz1QqMNrPhJ2vhHupcZ
Ornithology,Charlie Parker,The Complete Savoy & Dial Master Takes,7s1fLxwhmKa6VDNqzJzOsE
I Got Rhythm,Sonny Stitt,The Hard Swing,3p4C7vCwkqOD3bSlh96pls
Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,Idle Moments,4w7EnqiLksvE6rcuR8F8bn
Remember - 1999/ Remastered,Hank Mobley,Soul Station,2BhU0Hl5OatWiCW93pE2b8
A Foggy Day,Red Garland,Presenting Red Garland,07uYbKPYcgchqYO3Zs0W9R
The Nearness of You,Lee Konitz,S'nice,2hkFj26Y0MIXWtX6Ts7OZg
I Can't Give You Anything But Love,Sonny Clark,Standards,5doczA8CcUYo0J9H7uvHgU
I'm In The Mood For Love,Erroll Garner,The Complete Savoy Master Takes,50G4bmpZt73jslY5PzymvY
Second Line,Duke Ellington,New Orleans Suite,2BYWA1m6cPvLGxoguqVsRn
"Lieder aus Franz Schubert's ""Schwanengesang"", S. 560: No. 7, Ständchen",Franz Liszt,Classical Study Focus Music,5uYCDXxjOvBPhXbkWP6vpq
Stark's Reality,BADBADNOTGOOD,Sour Soul,1CQ3qJyJYZZkNSodN6WYIA
Experience,BADBADNOTGOOD,Sour Soul,5isfa4N7Qfa1f5RfnZkQ5X
In A Sentimental Mood,Duke Ellington,Duke Ellington & John Coltrane,0E8q2Fx2XuzXCO2NSAppkR
It's Easy To Remember,John Coltrane Quartet,Ballads (Deluxe Edition - Rudy Van Gelder Remaster),1lZ41PumDFX0e82XTGx4sE
Prélude à Go Round,Cortex,Troupeau bleu,7qnSmz4abtOXKuYhaRYuPv
Alfie,Rahsaan Roland Kirk,"Now Please Don't You Cry, Beautiful Edith",07e9FZTDy2Txed5z4Rz3dA
On & On,Erykah Badu,Baduizm,0tNuJpBgtE65diL6Q8Q7fI
A Taste of Honey,Paul Desmond,Glad To Be Unhappy,5mgod2DVJEZI145AS8vQJ2
Royal Blue - 1995 Remastered,Henry Mancini,The Pink Panther - Original Soundtrack,7edduqCgcEWls4rqNdyfOn
Down the Memory Lane,Magnus Ludvigsson,Down the Memory Lane,347bYceiviJXQfp6ej7ccc
Don't Cry,J Dilla,Donuts,67c5M9gVWemCV5SGH5cc4v
Dragonfly,Dana and Alden,Quiet Music for Young People,4LwjdK5fPMal4h6g2U3OWI
Atomic Vomit,Steve Lacy,The Lo-Fis,3YBfHJTZPHn5DqgMnD6g5g
Special K,Mac DeMarco,Some Other Ones,5sS8ndoNMQaPEYaTKL5uFa
The World We Knew (Over And Over),Frank Sinatra,The World We Knew,62KZRwymXq9Rgm8Cm5UCfx
Friday Morning,Khruangbin,Con Todo El Mundo,2M45IIrFLjMgsNSSxee31h
My Offer,Leven Kali,Leven Kali: Low Tide,6ftuxj6SUEdEn0H320SAuW
Freddie Freeloader,Miles Davis,The Complete Miles Davis Featuring John Coltrane,1UOH2i8z5xitX8PgVUH6nU
All Blues,Miles Davis,The Columbia Years 1955 - 1985,5laNl82BX56nDsog3LwqHS
Flamenco Sketches,Miles Davis,Kind of Blue,3VqcCCjnQcDr7E84B3PFR9
reel it in,home alone.,"all killer, no filler",6v9l0AvnXkbG87dGwU23cq
F L Y,Spectrum,Optical Sunrise/Spectrum2,7BInSwH3Ha2YMEEezQLz95
I Been,Larry June,Life Is Beautiful,1liQkxQP5nunXlGYueCqkS
Orange Moon,Erykah Badu,Mama's Gun,5dlfvkyZOuBCFP1KbzRHUx
Misty,Ella Fitzgerald,"Ella Fitzgerald Sings Songs from ""Let No Man Write My Epitaph",3qqbUn8BbSUfgD7P0jUKcO
Manhã de Carnaval,Luiz Bonfá,Solo in Rio 1959,2fQbtkh0GJLHbOCdbdb5Lm
Misty,Sarah Vaughan,Sarah Vaughan's Golden Hits,7gHFBNy0Qn86xGKJ9OdFTw
Days Of Wine And Roses,Wes Montgomery,Boss Guitar,1yegDiVa8d94H07ga1SLOt
Didn't Cha Know,Erykah Badu,Mama's Gun,7pv80uUHfocFqfTytu1MVi
If Only You Knew,Patti LaBelle,Beautiful Ballads,2fH13RdhsEIc11X0o9enUX
My Lova,Dwele,Some Kinda...,5jyr8tK5amggbcJWCeWqFL
Wake The Baby,Dwele,Some Kinda...,2uSJwRA0YvdtqVBsKrNeTi
Embraceable You,Barry Harris Trio,Breakin' It Up,5oEyPyit0Qov2p1E6GLtnJ
Ela È Carioca,Nossa Alma Canta,Racionalidade Tropicalizada,45z4SVw8bLd8RrUvsKOCbH
Tiro Ao Álvaro,Elis Regina,The Essential,0m3hiKjI2QGSKxvG732Ekq
Batucada Surgiu,Marcos Valle,Braziliance! A Música De Marcos Valle,4VuO7HCfpFhZsITUorOrQT
O Grande Amor,Stan Getz,Getz/Gilberto (Expanded Edition),5GjCLHeNC77C0IbTkOU3tI
Feitiço da Vila,Márcio Faraco,Feitiço da Vila,5DmEgedzH9M4K7nnjlDWPb
Samba Da Bencao,Bebel Gilberto,Tanto Tempo,1uVSJkagOwtgMmeexAp1hg
Desafinado (with Astrud Gilberto),George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),12mgkzfizFiWfrhr4EOKfn
Cry Me A River,Diana Krall,The Look Of Love,3k8WOOIt8iHgfXzTXBonDC
真夜中のジョーク,間宮貴子,LOVE TRIP,2l87IVFxZYLKKuRZCCIyV9
Nakahara,Meiko N Fantasy,Nakahara,1uaSioSxdN8Vvil4ZbejD8
Fragile,Laufey,Everything I Know About Love,608wYP5XWenLz8cOSYjX7X
Samba De Orly,Bebel Gilberto,Rio: Music From The Motion Picture,0rFRj1ELcrRzrLdm6HPRdJ
El lugar correcto,Natalia Lafourcade,De Todas las Flores,3G6XpCfczuhbTSBlgfqe9v
喫茶aori,Shin Rizumu,NEW RHYTHM,5WFAN72xXEgjQwSHTY1AgF
Falling Behind,Laufey,Everything I Know About Love,4KGGeE7RJsgLNZmnxGFlOj
P.B.J.,Devin Morrison,P.B.J.,47h0eLXSjZlhI8htgdhnre
20191010 No Doubt About It,Mac DeMarco,One Wayne G,72pFsXc9gE7XKUR9KaN1Ji
Michelle,Yusef Lateef,Suite 16,3YmxwafE7wiBGOM7WnWdY3
Perfidia,Ahmad Jamal,The Legendary Okeh & Epic Recordings,1GphOaI9KrwPKyK6UNEaZX
Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,Getz/Gilberto (Expanded Edition),0Wh99eifNTNqDFRtzWhCE2
Can i love you,Shiloh Dynasty,Rain,7dske6urksCA0zJfee3c1l
Água De Beber,Antônio Carlos Jobim,"The Composer Of Desafinado, Plays",6R0nUSoTN00Zi8WEVhAKSU
Outra Vez,Nara Leão,Nara Dez Anos Depois,1H3vHQSD9528EfWpoXaQik
Perdido de Amor [Lost in Love],Luiz Bonfá,Solo in Rio 1959,4xvpttkjjEH0l2hrizYla7
Wave,Antônio Carlos Jobim,Wave,2hXBS8q9rGMovfG1S8FB4F
Para Machuchar Meu Coracao,Stan Getz,Getz/Gilberto (Expanded Edition),5UaJ4zxtCIi5WZomhoZIeq
Só,Hareton Salvanini,S.P/73,2j8FQJGIKWOIqzyXiwWVYy
Show Me How,Men I Trust,Show Me How,75IQVo8hqI1iwVZyvkN2VT
From The Start,Laufey,From The Start,1Ukxccao1BlWrPhYkcXbwZ
O Cometa,Rodrigo Amarante,Cavalo,1pbss8siVj3j9YvLb3Z9Dp
In Your Eyes,BADBADNOTGOOD,Café del Mar Vol. 24,0bZeHaW3l1fvW2bScRTYqP
Tek Buddy,Skeete,Vibes Don't Lie,10OmeI0uRJArozB5QpnQke
Mi manera de querer,Natalia Lafourcade,De Todas las Flores,2rT9arG3oKOPquWNik5l73
In A Good Way,Faye Webster,I Know I'm Funny haha,2VYnlKxB8jpbCeLUjQsebc
Friends,Los Retros,Friends,50efMyG2rMRQZ755G5iYMN
Amtrak,Los Retros,Looking Back,5F6ekGcdu623mkhTVgk64Z
the perfect pair,beabadoobee,Beatopia,41P6Tnd8KIHqON0QIydx6a
Dress Down,Kaoru Akimoto,Cologne,4M9Op6UQ36mhtjMBuevRYN
Praise Jah In The Moonlight,YG Marley,Praise Jah In The Moonlight,3h5TiWTqGxjSjFrbruPFH9
Somethin' Stupid,Frank Sinatra,The World We Knew,4feXcsElKIVsGwkbnTHAfV
My Way - 2008 Remastered,Frank Sinatra,Nothing But The Best (2008 Remastered),2YkIDPL5lGhRhomCq4S2RO
Sway,Michael Bublé,Michael Bublé,2ajUl8lBLAXOXNpG4NEPMz
I Couldn't Sleep A Wink Last Night - 1999 Remastered,Frank Sinatra,Close To You And More (Remastered),4Hbk7bsJPmM0CkVOElCBdB
Amoeba,Clairo,Sling,0HAqq2GcQKyi3s87GuN7jU
Motion Sickness,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),25Syi9wnfn6ZGAmiOBypPq
I Wish You Love,Laufey,Typical of Me EP,5zHLswJplBXyPstFSSMIOH
Like the Movies,Laufey,Typical of Me EP,1hUXDEqjNIIbfjTcaz3jzb
Blade Runner,Nowaah The Flood,Reinvigorated,3hG8wENMYZKZ72miRRT9Wd
Oh Qué Será?,Willie Colón,Greatest Hits,2n1MTLCis6qPSDKdr5XSDI
LA FAMILIA FREESTYLE,Daylan Gideon,PHIL JACKSON,4ckPtvvwWOrkLRfzTrWMvQ
Kingston,Faye Webster,Atlanta Millionaires Club,5WbfFTuIldjL9x7W6y5l7R
La Noche Mas Linda,Adalberto Santiago,Sex Symbol,3scW7pt0vlhkCCgCNv5YR9
"Lover, You Should've Come Over",Jeff Buckley,Grace,6Jv7kjGkhY2fT4yuBF3aTz
Dripping,ELIZA,A Sky Without Stars,3Gjx7TOIYZkO9X8HoikLgy
On the Cusp,ELIZA,A Sky Without Stars,6F3iddkEZ25Tm6eF00Uoha
SUSPECTS,Your Old Droog,SUSPECTS,1hnCedLOQd3hGlV0RbDBUS
SHIPS N LUV,Planet Giza,Ready When You Are,7CZAzS3p7NGO4MkO4BO47Y
In Love With You,Erykah Badu,Ladies & The City,1gifS5d02TDcxXUNwk9TJ0
Green Eyes,Erykah Badu,Mama's Gun,6qvtiA4wQQliK6K7oRdovk
Tell Him,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,7iCs98iS5n6KCI4q3H7zp9
Say Anything,CHROMA,The Age of Starlight,6sk0ggG9GcJ0s126QBR07v
Chove Chuva,Sergio Mendes & Brasil '66,Sounds From The Verve Hi-Fi,2Dab4s6sl6AUAMvTInqLvg
Desafinado,Stan Getz,Getz/Gilberto (Expanded Edition),2tcfbkABIwzpepPyaFsYF4
Tempo De Amor (feat. Cèu),Herbie Hancock,The Imagine Project,4GylzIpt5vI6lOPJ1aRVVX
London Samba,Joyce Moreno,Hard Bossa,494wEPXNyAFGalrwA6PmZT
"Mas, Que Nada!",Jorge Ben Jor,Samba Esquema Novo,6U03Orwr5Dxt8jahLnQpYV
Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Stan Getz,Getz/Gilberto (Expanded Edition),5nU7dvOfzYs9QVVL7YVNPE
Chega De Saudade,Antônio Carlos Jobim,Inédito,3vNwY4KaBRnJP4G6UBJPZH
Brasil,Gilberto França,Brasil,2DbLw1HilTWpM0EKSlbUKt
Clarão de Lua,Marco Tegui,Kindisch Stories by Marco Tegui,7z9gsSTFzJWuZZu8LiqV9D
Samba Do Avião,Antônio Carlos Jobim,Inédito,3sqm0Wye2RdH21jZJQiDLn
Chega de Saudade,João Gilberto,Chega de Saudade (Deluxe Edition),6LCwCVq2PeDxNDf4yWaCv8
O Que Será (À Flor da Pele) - Ao Vivo,Chico Buarque,MPB no JT,5MNwofRAQXmrtbIJcuJmjS
テ・キエロ・ディヒステ,Lisa Ono,Romance Latino vol.1 -Los Boleros Al Estilo De Bossanova-,1xjGMWxSfbo7Eyjeb3mzNs
4:00A.M.,Taeko Onuki,MIGNONNE (Mastered by Bernie Grundman),0zoGVO4bQXG8U6ChKwNgeg
Midnight Pretenders,Tomoko Aran,浮遊空間,0JUWF44gfMszGNhjCF7Ufs
LOVE TRIP,間宮貴子,LOVE TRIP,1Jq89qHEa2S1bu9ah1wavm
Morning Glory,Oasis,(What's The Story) Morning Glory?,3MT6rJBU7VUAPWtQsowIQv
Tokai,Taeko Onuki,SUNSHOWER,1SmwJJ8YVgiXtyE6elhUx1
二十歳の恋,Lamp,ランプ幻想,1EA40FX9aBaKIXwIp83WzL
Behind The Moon Shadow,Lamp,For Lovers,77zsHdb523rUQnOYUSG3qb
Manha de Carnaval,João Donato,The New Sound of Brazil,0kfdvJhyb0QHBG1IM9Vlht
Rosa Morena,Rosa Passos,Rosa Passos Canta Caymmi,1Tkfxr4Lg6PfCbH7BLdLhN
Aos Pés da Cruz,Gilberto Gil,Gilbertos Samba,1G3tT3xLodVLyZV7MQDXin
Água de Beber,Astrud Gilberto,The Astrud Gilberto Album,3QKJELWORZZ7rUZDWeMWSA
Reflections,Toshifumi Hinata,ひとつぶの海,5Zf25eS8E1znm9mez4cGsm
Cant Satisfy Her,I Wayne,Lava Ground,3u25dhBZ80h0TFewO29Wqb
Maria Maria (feat. The Product G&B),Santana,Supernatural (Remastered),3XKIUb7HzIF1Vu9usunMzc
Why Try To Change Me Now? - Remastered,Frank Sinatra,No One Cares (Remastered / Expanded Edition),4FylEaO7ZcbRNLhRairniu
Windy Afternoon,Lamp,Soyokaze Apartment Room 201,3ggXaHkbtPpTWIa4ljIbUr
Lifesaver,Guru,Jazzmatazz Volume II: The New Reality,6pvd8OBnYlV6FqskUOvWlx
Living In This World,Guru,Jazzmatazz Volume II: The New Reality,46mJSGceGLwg3XaXp2XGY5
Street Dancer,Hiromi Iwasaki,WISH,2JVZ5spsx55seQIDvmCdQB
kometostai.aintreallynootherwaytoputitro,Knxwledge,Hud Dreems,7oeNO6HoCTIHIuoNUp2Ur4
3 Daqat,Abu,3 Daqat,0uxTfF35vomzEtb7sHlP1N
Back to the Topic,J. Cole,Friday Night Lights,0HwVkiEvW3yTFbUQ45RXPB
In Love With You,Erykah Badu,Mama's Gun,79UjqYt9MCLlBpzAvaKVJj
Nothing Even Matters (feat. D'Angelo),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,1Q0lOGB52skgfzdcq233vs
A Long Walk,Jill Scott,"Who Is Jill Scott? - Words and Sounds, Vol. 1",1CeizRCGEYPWooEeVfmyFL
tony dim,LAZER DIM 700,tony dim,59cyya4FYXrsNzv0qnG0K8
No Autotune 2,Duwap Kaine,No Autotune 2,1utB6xeLlZwFK0LfXOGMGM
Playing Wit Da Autotune,Duwap Kaine,Playing Wit Da Autotune,2qDSe9BYg1ctH0L6Fwz758
Meet Cleofis Randolph the Patriarch,Deltron 3030,Deltron 3030,1Om3iM04oZdOZVBdjrtx79
Beam On Ya Toes,RXKNephew,Slitherman Activated,64lb6l0zgi06wvqmY9f2mi
Block List,RXKNephew,Block List,15KpwoanlLeabMCe6AR6mT
On BS,Drake,Her Loss,34tz0eDhGuFErIuW3q4mPX
Jugg,Young Nudy,Slimeball,1g93upxwFhq1vg0OPYTq2r
Sunflower Seeds,Young Nudy,Sli'merre,4sylKPWeCdJnAvZdflt0y5
Back Flippin,Luh Tyler,My Vision,72UidoFGPPqJduJn9YAyYk
How Did We Know?,Baby Smoove,Mr.Perfect,78rgKkKbtMOR182mR13HYZ
Wokeup,Kankan,Wokeup,3jM9VzF2d1AMUyTD8sTmPu
Fat Racks Pt. 2,Luh Tyler,My Vision,0gYr2tuq05c8z55b9cDnYm
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,4KW1lqgSr8TKrvBII0Brf8
20 Min,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),0uxSUdBrJy9Un0EYoBowng
GOMD,Veeze,Ganger,1wabjSijwiHbAKhCiDlLEu
Yessirskiii,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,59JWp4PjZ9TRM8cmtaDYB1
Over,Playboi Carti,Whole Lotta Red,08dz3ygXyFur6bL7Au8u8J
"Risk It All, Pt.2",Baby Smoove,Im Still Perfect,1FQMwCRlnmp6lLPrThtS8J
Rich As Hell,YoungBoy Never Broke Again,AI YoungBoy 2,5A6tFAdihqILHJrWuR6wD4
IDGAF (feat. Yeat),Drake,For All The Dogs,2YSzYUF3jWqb9YP9VXmpjE
Amusing,Veeze,Ganger (Deluxe Edition),5AjgdihAB7Oy6F4zxTmAXP
Overtime,Baby Smoove,Hardwood Classic,71pmeuiEvHAkE7gXxWL2Uy
Hate Bein' Sober,Chief Keef,Finally Rich,2oHM9KAdFdFvDCaE4V6RST
"Bent (with Kyle Richh, Jenn Carter & TaTa)",41,41 World: Not The Album,1haa8GXT0cl9wzRnpZG0YH
Hard (feat. Tay-K and BlocBoy JB),No Jumper,Hard (feat. Tay-K and BlocBoy JB),32OkBQinMWqa7ZydEkHqVi
First Show,Luh Tyler,First Show,5nGITHcYH3Tt5WolBVEcrJ
Change My Wayz,Luh Tyler,Change My Wayz,0x8vQaiUn7BZ37Wpxd4Mms
out for the night - part 2,21 Savage,i am > i was (Deluxe),4B8vU5oDXVxO5OkLAI4aLx
Lifestyle,Rich Gang,Lifestyle,7DTlsMOQjGysXHpwwpHuPl
Yeah Yeah,Young Nudy,Slimeball,0wIdpFIZqaKyscPAMSQ9wq
OOOUUU,Young M.A,Herstory,7JYsArznYOjX2jsrT3UEnL
Oh U Went (feat. Drake),Young Thug,BUSINESS IS BUSINESS,7qLr3HMApUbyDkUvgIvHnB
Bitch Where,Chief Keef,4NEM,1IdA0tsAUkXcIB7kkPGtDj
Mr Pot Scraper,BossMan Dlow,Mr Pot Scraper,6PmqCt2fO80OojY5eGS2X3
I Know,BigXthaPlug,AMAR,3NBO7iiAW3Ou4C3YSaxlWL
Teen Bean,Ken Carson,Teen Bean,4jx9GqqVMPacAOKHaFlsLb
just cant,Summrs,What We Have,4ZFzGHZbpT1xVcwg6DJj8G
Miss Me,Drake,Thank Me Later,1U4mweNwisxNj23ffuC9gO
Runnin,21 Savage,SAVAGE MODE II,5SWnsxjhdcEDc7LJjq9UHk
NOKIA,Drake,$ome $exy $ongs 4 U,2u9S9JJ6hTZS3Vf22HOZKg
HOW BOUT THAT?,Quavo,QUAVO HUNCHO,7H0NHzIEzCoIENLC2o8Obj
One Dolla,Young Nudy,SlimeBall 3,4qYVsAquxc797qD5sDVdcJ
Shells,Shabazz PBG,Shells,2p5k9mba3JqiU4qR3BKmwq
Murda Musik (feat. Destroy Lonely),Ken Carson,X,6N0I4EqoaIHib3W1LFPMzC
I <3 My Choppa,Tay-K,#SantanaWorld (+),0Dk9lP1YnOqssHH0oCeq9u
Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),Lil Yachty,Lil Boat 3,1sxGIhaxY8eF52e1TlShSP
Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,4lAQfuREAHG8IC0PiiigBt
From The D To The A (feat. Lil Yachty),Tee Grizzley,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2
Bow Bow Bow (F My Baby Dad),Sexyy Red,Hood Hottest Princess (Deluxe),351CSUM0YDA0GCbHCSKoL1
Best Friend,Rex Orange County,Best Friend,3rPtS4nfpy7PsARctAWpzd
Best Friend,Young Thug,Best Friend,33JcUj9qQDayKswunZP9ar
All The Money (with Gunna) [Bonus],Metro Boomin,HEROES & VILLAINS,4a1fh9vJMMoRjNrBmEWoM0
Mister (feat. 21 Savage),Young Nudy,Sli'merre,2AYqn2SkHqDzF1qM8Wj2nh
No Clue (feat. Lil Yachty),Young Nudy,Nudy Land,4eEVH4nGz68ClNAwEI96ek
Peta (feat. Meek Mill),Roddy Ricch,Please Excuse Me for Being Antisocial,4bl1HBZliBuYpFZjWgefE4
Rules (feat. Bossman Dlow),Sauce Walka,Saucefather 2,5OBKszbjH0qjrc7t0Aj25z
